segment_idx,i3_photoresistor_psd_peak_baseband,i3_photoresistor_psd_peak_original_bits,i3_photoresistor_psd_peak_psk_recovered,i3_photoresistor_psd_mean_energy_baseband,i3_photoresistor_psd_mean_energy_original_bits,i3_photoresistor_psd_mean_energy_psk_recovered,i3_photoresistor_psd_peak_freq_baseband,i3_photoresistor_psd_peak_freq_original_bits,i3_photoresistor_psd_peak_freq_psk_recovered,i3_photoresistor_rms_baseband,i3_photoresistor_rms_original_bits,i3_photoresistor_rms_psk_recovered,i3_photoresistor_mean_baseband,i3_photoresistor_mean_original_bits,i3_photoresistor_mean_psk_recovered,i3_photoresistor_variance_baseband,i3_photoresistor_variance_original_bits,i3_photoresistor_variance_psk_recovered,i3_photoresistor_fft_peak_baseband,i3_photoresistor_fft_peak_original_bits,i3_photoresistor_fft_peak_psk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_psk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_psk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_psk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_psk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_psk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_psk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_psk_recovered,current_state_binary
101,0.078017,0,0,0.057829,0,0,0.0,0,0,0.727723,1,1,0.726475,1,1,0.383113,0,0,0.726475,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
102,0.045241,0,0,0.042293,0,0,0.0,0,0,0.793734,1,1,0.794011,1,1,0.0874,0,0,0.794011,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
103,0.033204,0,0,0.034907,0,0,0.0,0,0,0.833781,1,1,0.834052,1,1,0.065514,0,0,0.834052,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
104,0.000438,0,0,0.000745,0,0,0.0,0,0,0.8495,1,1,0.849895,1,1,0.03071,0,0,0.849895,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
105,0.052057,0,0,0.049255,0,0,0.0,0,0,0.810368,1,1,0.810005,1,1,0.201094,0,0,0.810005,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
106,0.062495,0,0,0.056217,0,0,0.0,0,0,0.756763,1,1,0.757221,1,1,0.073853,0,0,0.757221,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
107,0.00097,0,0,0.000879,0,0,0.0,0,0,0.735849,1,1,0.736782,1,1,0.001621,0,0,0.736782,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
108,0.001999,0,0,0.001981,0,0,0.0,0,0,0.738162,1,1,0.739078,1,1,0.003159,0,0,0.739078,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
109,0.020903,0,0,0.018914,0,0,0.0,0,0,0.760002,1,1,0.760553,1,1,0.055381,0,0,0.760553,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
110,0.023141,0,0,0.024226,0,0,0.0,0,0,0.784486,1,1,0.785083,1,1,0.032836,0,0,0.785083,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
111,0.046971,0,0,0.043524,0,0,0.0,0,0,0.76867,1,1,0.769116,1,1,0.069707,0,0,0.769116,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
112,0.000909,0,0,0.001148,0,0,0.0,0,0,0.741143,1,1,0.742009,1,1,0.01007,0,0,0.742009,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
113,0.042829,0,0,0.037844,0,0,0.0,0,0,0.71445,1,1,0.715014,1,1,0.076797,0,0,0.715014,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
114,0.066751,0,0,0.071915,0,0,0.0,0,0,0.696776,1,1,0.697603,1,1,0.041462,0,0,0.697603,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
115,0.048594,0,0,0.0419,0,0,0.0,0,0,0.691666,1,1,0.692461,1,1,0.049203,0,0,0.692461,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
116,0.029411,0,0,0.024924,0,0,0.0,0,0,0.703179,1,1,0.70374,1,1,0.082542,0,0,0.70374,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
117,0.031065,0,0,0.030544,0,0,0.0,0,0,0.721144,1,1,0.721905,1,1,0.039754,0,0,0.721905,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
118,0.04727,0,0,0.053777,0,0,0.0,0,0,0.735635,1,1,0.736077,1,1,0.087362,0,0,0.736077,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
119,0.050071,0,0,0.046961,0,0,0.0,0,0,0.772716,1,1,0.77311,1,1,0.077182,0,0,0.77311,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
120,0.034754,0,0,0.030667,0,0,0.0,0,0,0.768538,1,1,0.768993,1,1,0.06815,0,0,0.768993,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
121,0.018894,0,0,0.015206,0,0,0.0,0,0,0.724551,1,1,0.725093,1,1,0.075483,0,0,0.725093,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
122,0.017881,0,0,0.015595,0,0,0.0,0,0,0.691543,1,1,0.69242,1,1,0.035909,0,0,0.69242,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
123,0.000525,0,0,0.000564,0,0,0.0,0,0,0.678577,1,1,0.679714,1,1,0.000605,0,0,0.679714,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
124,0.046335,0,0,0.046768,0,0,0.0,0,0,0.663874,1,1,0.664809,1,1,0.040481,0,0,0.664809,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
